KEY,PREF,CITY,KCITY,RCOM,CITY_NAME,SPECIES,YEAR,NUMBER
2620600000,26,206,0,0,Kameoka,cattle,2020,1279
2620600000,26,206,0,0,Kameoka,cattle,2019,1197
2620600000,26,206,0,0,Kameoka,swine,2022,710
2620600000,26,206,0,0,Kameoka,swine,2021,724
2620600000,26,206,0,0,Kameoka,swine,2020,1000
2620600000,26,206,0,0,Kameoka,swine,2019,1080
2620600000,26,206,0,0,Kameoka,chicken,2023,467896
2620600000,26,206,0,0,Kameoka,chicken,2022,421917
2620600000,26,206,0,0,Kameoka,chicken,2021,431030
2620600000,26,206,0,0,Kameoka,chicken,2020,333620
2620600000,26,206,0,0,Kameoka,chicken,2019,258292
2620600000,26,206,0,0,Kameoka,broiler,2022,4983
2620600000,26,206,0,0,Kameoka,broiler,2021,4083
2620600000,26,206,0,0,Kameoka,broiler,2020,4018
2620600000,26,206,0,0,Kameoka,broiler,2019,3915
2620700000,26,207,0,0,Joyo,chicken,2023,37105
2620700000,26,207,0,0,Joyo,chicken,2022,33609
2620700000,26,207,0,0,Joyo,chicken,2021,32728
2620700000,26,207,0,0,Joyo,chicken,2020,32325
2620700000,26,207,0,0,Joyo,chicken,2019,33104
2620700000,26,207,0,0,Joyo,broiler,2023,2100
2620700000,26,207,0,0,Joyo,broiler,2022,1900
2620700000,26,207,0,0,Joyo,broiler,2021,1901
2620700000,26,207,0,0,Joyo,broiler,2020,1880
2620700000,26,207,0,0,Joyo,broiler,2019,1499
2620800000,26,208,0,0,Muko,swine,2023,1
2620800000,26,208,0,0,Muko,swine,2022,1
2620800000,26,208,0,0,Muko,swine,2021,0
2620800000,26,208,0,0,Muko,swine,2020,0
2620800000,26,208,0,0,Muko,swine,2019,0
2620900000,26,209,0,0,Nagaokakyo,swine,2023,1
2620900000,26,209,0,0,Nagaokakyo,swine,2022,1
2620900000,26,209,0,0,Nagaokakyo,swine,2021,1
2620900000,26,209,0,0,Nagaokakyo,swine,2020,1
2620900000,26,209,0,0,Nagaokakyo,swine,2019,0
2620900000,26,209,0,0,Nagaokakyo,chicken,2023,18
2620900000,26,209,0,0,Nagaokakyo,chicken,2022,16
2620900000,26,209,0,0,Nagaokakyo,chicken,2021,19
2620900000,26,209,0,0,Nagaokakyo,chicken,2020,14
2620900000,26,209,0,0,Nagaokakyo,chicken,2019,16
2621000000,26,210,0,0,Yawata,swine,2023,4
2621000000,26,210,0,0,Yawata,swine,2022,5
2621000000,26,210,0,0,Yawata,swine,2021,4
2621000000,26,210,0,0,Yawata,swine,2020,2
2621000000,26,210,0,0,Yawata,swine,2019,2
2621000000,26,210,0,0,Yawata,chicken,2023,3
2621000000,26,210,0,0,Yawata,chicken,2022,10
2621000000,26,210,0,0,Yawata,chicken,2021,13
2621000000,26,210,0,0,Yawata,chicken,2020,17
2621000000,26,210,0,0,Yawata,chicken,2019,26
2621100000,26,211,0,0,Kyotanabe,swine,2023,2
2621100000,26,211,0,0,Kyotanabe,swine,2022,1
2621100000,26,211,0,0,Kyotanabe,swine,2021,1
2621100000,26,211,0,0,Kyotanabe,swine,2020,0
2621100000,26,211,0,0,Kyotanabe,swine,2019,0
2621100000,26,211,0,0,Kyotanabe,chicken,2023,52
2621100000,26,211,0,0,Kyotanabe,chicken,2022,66
2621100000,26,211,0,0,Kyotanabe,chicken,2021,82
2621100000,26,211,0,0,Kyotanabe,chicken,2020,77
2621100000,26,211,0,0,Kyotanabe,chicken,2019,85
2621200000,26,212,0,0,Kyotango,dairy,2023,261
2621200000,26,212,0,0,Kyotango,dairy,2022,343
2621200000,26,212,0,0,Kyotango,dairy,2021,314
2621200000,26,212,0,0,Kyotango,dairy,2020,326
2621200000,26,212,0,0,Kyotango,dairy,2019,313
2621200000,26,212,0,0,Kyotango,cattle,2023,506
2621200000,26,212,0,0,Kyotango,cattle,2022,516
2621200000,26,212,0,0,Kyotango,cattle,2021,568
2621200000,26,212,0,0,Kyotango,cattle,2020,623
2621200000,26,212,0,0,Kyotango,cattle,2019,549
2621200000,26,212,0,0,Kyotango,chicken,2023,635
2621200000,26,212,0,0,Kyotango,chicken,2022,596
2621200000,26,212,0,0,Kyotango,chicken,2021,591
2621200000,26,212,0,0,Kyotango,chicken,2020,602
2621200000,26,212,0,0,Kyotango,chicken,2019,536
2621200000,26,212,0,0,Kyotango,broiler,2023,37100
2621200000,26,212,0,0,Kyotango,broiler,2022,37100
2621200000,26,212,0,0,Kyotango,broiler,2021,37100
2621200000,26,212,0,0,Kyotango,broiler,2020,37100
2621200000,26,212,0,0,Kyotango,broiler,2019,37100
2621300000,26,213,0,0,Nantan,dairy,2023,1151
2621300000,26,213,0,0,Nantan,dairy,2022,1244
2621300000,26,213,0,0,Nantan,dairy,2021,1222
2621300000,26,213,0,0,Nantan,dairy,2020,1285
2621300000,26,213,0,0,Nantan,dairy,2019,1292
2621300000,26,213,0,0,Nantan,cattle,2023,670
2621300000,26,213,0,0,Nantan,cattle,2022,761
2621300000,26,213,0,0,Nantan,cattle,2021,640
2621300000,26,213,0,0,Nantan,cattle,2020,1344
2621300000,26,213,0,0,Nantan,cattle,2019,1817
2621300000,26,213,0,0,Nantan,swine,2023,6402
2621300000,26,213,0,0,Nantan,swine,2022,6180
2621300000,26,213,0,0,Nantan,swine,2021,6373
2621300000,26,213,0,0,Nantan,swine,2020,6374
2621300000,26,213,0,0,Nantan,swine,2019,5217
2621300000,26,213,0,0,Nantan,chicken,2023,15022
2621300000,26,213,0,0,Nantan,chicken,2022,20306
2621300000,26,213,0,0,Nantan,chicken,2021,13294
2621300000,26,213,0,0,Nantan,chicken,2020,13165
2621300000,26,213,0,0,Nantan,chicken,2019,13128
2621300000,26,213,0,0,Nantan,broiler,2023,17818
2621300000,26,213,0,0,Nantan,broiler,2022,21461
2621300000,26,213,0,0,Nantan,broiler,2021,18670
2621300000,26,213,0,0,Nantan,broiler,2020,18146
2621300000,26,213,0,0,Nantan,broiler,2019,20235
2621400000,26,214,0,0,Kizugawa,dairy,2023,35
2621400000,26,214,0,0,Kizugawa,dairy,2022,39
2621400000,26,214,0,0,Kizugawa,dairy,2021,33
2621400000,26,214,0,0,Kizugawa,dairy,2020,38
2621400000,26,214,0,0,Kizugawa,dairy,2019,34
2621400000,26,214,0,0,Kizugawa,cattle,2023,2
2621400000,26,214,0,0,Kizugawa,cattle,2022,0
2621400000,26,214,0,0,Kizugawa,cattle,2021,0
2621400000,26,214,0,0,Kizugawa,cattle,2020,0
2621400000,26,214,0,0,Kizugawa,cattle,2019,0
2621400000,26,214,0,0,Kizugawa,swine,2023,3
2621400000,26,214,0,0,Kizugawa,swine,2022,2
2621400000,26,214,0,0,Kizugawa,swine,2021,1
2621400000,26,214,0,0,Kizugawa,swine,2020,1
2621400000,26,214,0,0,Kizugawa,swine,2019,0
2621400000,26,214,0,0,Kizugawa,chicken,2023,448
2621400000,26,214,0,0,Kizugawa,chicken,2022,262
2621400000,26,214,0,0,Kizugawa,chicken,2021,311
2621400000,26,214,0,0,Kizugawa,chicken,2020,216
2621400000,26,214,0,0,Kizugawa,chicken,2019,201
2621400000,26,214,0,0,Kizugawa,broiler,2023,10
2621400000,26,214,0,0,Kizugawa,broiler,2022,0
2621400000,26,214,0,0,Kizugawa,broiler,2021,0
2621400000,26,214,0,0,Kizugawa,broiler,2020,0
2621400000,26,214,0,0,Kizugawa,broiler,2019,0
2630300000,26,303,0,0,Oyamazaki,dairy,2023,0
2630300000,26,303,0,0,Oyamazaki,cattle,2023,0
2630300000,26,303,0,0,Oyamazaki,swine,2023,0
2630300000,26,303,0,0,Oyamazaki,chicken,2023,0
2630300000,26,303,0,0,Oyamazaki,broiler,2023,0
2632200000,26,322,0,0,Kumiyama,dairy,2023,0
2632200000,26,322,0,0,Kumiyama,cattle,2023,0
2632200000,26,322,0,0,Kumiyama,swine,2023,0
2632200000,26,322,0,0,Kumiyama,chicken,2023,0
2632200000,26,322,0,0,Kumiyama,broiler,2023,0
2634300000,26,343,0,0,Ide,chicken,2023,49
2634300000,26,343,0,0,Ide,chicken,2022,83
2634300000,26,343,0,0,Ide,chicken,2021,83
2634300000,26,343,0,0,Ide,chicken,2020,79
2634300000,26,343,0,0,Ide,chicken,2019,96
2634400000,26,344,0,0,Ujitawara,swine,2023,1
2634400000,26,344,0,0,Ujitawara,swine,2022,0
2634400000,26,344,0,0,Ujitawara,swine,2021,0
2634400000,26,344,0,0,Ujitawara,swine,2020,8
2634400000,26,344,0,0,Ujitawara,swine,2019,7
2634400000,26,344,0,0,Ujitawara,chicken,2023,1813
2634400000,26,344,0,0,Ujitawara,chicken,2022,1814
2634400000,26,344,0,0,Ujitawara,chicken,2021,2032
2634400000,26,344,0,0,Ujitawara,chicken,2020,2039
2634400000,26,344,0,0,Ujitawara,chicken,2019,2839
2636400000,26,364,0,0,Kasagi,dairy,2023,0
2636400000,26,364,0,0,Kasagi,cattle,2023,0
2636400000,26,364,0,0,Kasagi,swine,2023,0
2636400000,26,364,0,0,Kasagi,chicken,2023,0
2636400000,26,364,0,0,Kasagi,broiler,2023,0
2636500000,26,365,0,0,Wazuka,chicken,2023,23
2636500000,26,365,0,0,Wazuka,chicken,2022,30
2636500000,26,365,0,0,Wazuka,chicken,2021,27
2636500000,26,365,0,0,Wazuka,chicken,2020,42
2636500000,26,365,0,0,Wazuka,chicken,2019,45
2636500000,26,365,0,0,Wazuka,broiler,2023,1
2636500000,26,365,0,0,Wazuka,broiler,2022,0
2636500000,26,365,0,0,Wazuka,broiler,2021,0
2636500000,26,365,0,0,Wazuka,broiler,2020,0
2636500000,26,365,0,0,Wazuka,broiler,2019,0
2636600000,26,366,0,0,Seika,swine,2023,1
2636600000,26,366,0,0,Seika,swine,2022,2
2636600000,26,366,0,0,Seika,swine,2021,2
2636600000,26,366,0,0,Seika,swine,2020,2
2636600000,26,366,0,0,Seika,swine,2019,1
2636600000,26,366,0,0,Seika,chicken,2023,130
2636600000,26,366,0,0,Seika,chicken,2022,145
2636600000,26,366,0,0,Seika,chicken,2021,213
2636600000,26,366,0,0,Seika,chicken,2020,168
2636600000,26,366,0,0,Seika,chicken,2019,193
2636700000,26,367,0,0,Minamiyamashiro,swine,2023,1
2636700000,26,367,0,0,Minamiyamashiro,swine,2022,1
2636700000,26,367,0,0,Minamiyamashiro,swine,2020,1
2636700000,26,367,0,0,Minamiyamashiro,swine,2019,8
2636700000,26,367,0,0,Minamiyamashiro,chicken,2023,138
2636700000,26,367,0,0,Minamiyamashiro,chicken,2022,106
2636700000,26,367,0,0,Minamiyamashiro,chicken,2021,154
2636700000,26,367,0,0,Minamiyamashiro,chicken,2020,137
2636700000,26,367,0,0,Minamiyamashiro,chicken,2019,137
2640700000,26,407,0,0,Kyotanba,dairy,2023,842
2640700000,26,407,0,0,Kyotanba,dairy,2022,892
2640700000,26,407,0,0,Kyotanba,dairy,2021,875
2640700000,26,407,0,0,Kyotanba,dairy,2020,926
2640700000,26,407,0,0,Kyotanba,dairy,2019,950
2640700000,26,407,0,0,Kyotanba,cattle,2023,1149
2640700000,26,407,0,0,Kyotanba,cattle,2022,1115
2640700000,26,407,0,0,Kyotanba,cattle,2021,1073
2640700000,26,407,0,0,Kyotanba,cattle,2020,1072
2640700000,26,407,0,0,Kyotanba,cattle,2019,1009
2640700000,26,407,0,0,Kyotanba,swine,2023,5941
2640700000,26,407,0,0,Kyotanba,swine,2022,5732
2640700000,26,407,0,0,Kyotanba,swine,2021,6307
2640700000,26,407,0,0,Kyotanba,swine,2020,4452
2640700000,26,407,0,0,Kyotanba,swine,2019,3919
2640700000,26,407,0,0,Kyotanba,chicken,2023,203103
2640700000,26,407,0,0,Kyotanba,chicken,2022,203492
2640700000,26,407,0,0,Kyotanba,chicken,2021,273415
2640700000,26,407,0,0,Kyotanba,chicken,2020,274441
2640700000,26,407,0,0,Kyotanba,chicken,2019,282091
2640700000,26,407,0,0,Kyotanba,broiler,2023,23830
2640700000,26,407,0,0,Kyotanba,broiler,2022,18900
2640700000,26,407,0,0,Kyotanba,broiler,2021,13000
2640700000,26,407,0,0,Kyotanba,broiler,2020,10800
2646300000,26,463,0,0,Ine,cattle,2023,35
2646300000,26,463,0,0,Ine,cattle,2022,77
2646300000,26,463,0,0,Ine,cattle,2021,81
2646300000,26,463,0,0,Ine,cattle,2020,74
2646300000,26,463,0,0,Ine,cattle,2019,73
2646300000,26,463,0,0,Ine,chicken,2023,2094
2646300000,26,463,0,0,Ine,chicken,2022,2153
2646300000,26,463,0,0,Ine,chicken,2021,2152
2646300000,26,463,0,0,Ine,chicken,2020,2378
2646300000,26,463,0,0,Ine,chicken,2019,2667
2646500000,26,465,0,0,Yosano,cattle,2023,19
2646500000,26,465,0,0,Yosano,cattle,2022,16
2646500000,26,465,0,0,Yosano,cattle,2021,12
2646500000,26,465,0,0,Yosano,cattle,2020,9
2646500000,26,465,0,0,Yosano,cattle,2019,12
2646500000,26,465,0,0,Yosano,chicken,2023,127
2646500000,26,465,0,0,Yosano,chicken,2022,128
2646500000,26,465,0,0,Yosano,chicken,2021,181
2646500000,26,465,0,0,Yosano,chicken,2020,315
2646500000,26,465,0,0,Yosano,chicken,2019,371
